"","plotid","species","year","live_count","live_avg_dbh","live_tot_dbh","dead_count","dead_avg_dbh","dead_tot_dbh","all_live_count","all_live_dbh","rel_dens","rel_dom","imp_value"
"2256","lupin01","quag",2008,3,NA,NA,2,NA,NA,13,0,0.230769230769231,NA,NA
"2257","lupin01","quag",2009,1,NA,NA,4,NA,NA,9,0,0.111111111111111,NA,NA
"2258","lupin01","quke",2003,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2259","lupin01","quke",2005,1,82.5,82.5,NA,NA,NA,15,386.9,0.0666666666666667,0.213233393641768,0.139950030154217
"2260","lupin01","quke",2006,1,NA,NA,NA,NA,NA,15,0,0.0666666666666667,NA,NA
"2261","lupin01","quke",2007,1,NA,NA,NA,NA,NA,14,0,0.0714285714285714,NA,NA
"2262","lupin01","quke",2008,1,NA,NA,NA,NA,NA,13,0,0.0769230769230769,NA,NA
"2263","lupin01","quke",2009,1,NA,NA,NA,NA,NA,9,0,0.111111111111111,NA,NA
"2264","lupin01","quke",2010,1,NA,NA,NA,NA,NA,11,0,0.0909090909090909,NA,NA
"2265","lupin01","quke",2011,1,NA,NA,NA,NA,NA,10,0,0.1,NA,NA
"2266","lupin01","umca",2004,7,23.9714285714286,167.8,NA,NA,NA,7,167.8,1,1,1
"2267","lupin01","umca",2005,10,NA,NA,NA,NA,NA,15,386.9,0.666666666666667,NA,NA
"2268","lupin01","umca",2006,10,NA,NA,NA,NA,NA,15,0,0.666666666666667,NA,NA
"2269","lupin01","umca",2007,10,NA,NA,NA,NA,NA,14,0,0.714285714285714,NA,NA
"2270","lupin01","umca",2008,9,NA,NA,NA,NA,NA,13,0,0.692307692307692,NA,NA
"2271","lupin01","umca",2009,7,NA,NA,NA,NA,NA,9,0,0.777777777777778,NA,NA
"2272","lupin01","umca",2010,10,NA,NA,NA,NA,NA,11,0,0.909090909090909,NA,NA
"2273","lupin01","umca",2011,9,NA,NA,1,NA,NA,10,0,0.9,NA,NA
"2274","lupin01","umca",2012,10,17.99,179.9,1,22.8,22.8,10,179.9,1,1,1
"2275","lupin01","umca",2014,9,20.4111111111111,183.7,2,19.2,38.4,9,183.7,1,1,1
"2276","macki01","quag",2004,10,15.96,159.6,NA,NA,NA,11,169.2,0.909090909090909,0.943262411347518,0.926176660219213
"2277","macki01","quag",2005,10,NA,NA,NA,NA,NA,25,292.3,0.4,NA,NA
"2278","macki01","quag",2006,10,NA,NA,NA,NA,NA,11,0,0.909090909090909,NA,NA
"2279","macki01","quag",2007,9,NA,NA,1,NA,NA,10,0,0.9,NA,NA
"2280","macki01","quag",2008,9,NA,NA,1,NA,NA,10,0,0.9,NA,NA
"2281","macki01","quag",2009,9,NA,NA,1,NA,NA,10,0,0.9,NA,NA
"2282","macki01","quag",2010,9,NA,NA,1,NA,NA,10,0,0.9,NA,NA
"2283","macki01","quag",2011,12,NA,NA,1,NA,NA,13,0,0.923076923076923,NA,NA
"2284","macki01","quag",2012,13,13.0076923076923,169.1,NA,NA,NA,14,181.7,0.928571428571429,0.930654925701706,0.929613177136567
"2285","macki01","quag",2014,13,13.8,179.4,1,26,26,28,481.1,0.464285714285714,0.372895447931823,0.418590581108769
"2286","macki01","umca",2004,1,9.6,9.6,NA,NA,NA,11,169.2,0.0909090909090909,0.0567375886524823,0.0738233397807866
"2287","macki01","umca",2005,1,NA,NA,NA,NA,NA,25,292.3,0.04,NA,NA
"2288","macki01","umca",2006,1,NA,NA,NA,NA,NA,11,0,0.0909090909090909,NA,NA
"2289","macki01","umca",2007,1,NA,NA,NA,NA,NA,10,0,0.1,NA,NA
"2290","macki01","umca",2008,1,NA,NA,NA,NA,NA,10,0,0.1,NA,NA
"2291","macki01","umca",2009,1,NA,NA,NA,NA,NA,10,0,0.1,NA,NA
"2292","macki01","umca",2010,1,NA,NA,NA,NA,NA,10,0,0.1,NA,NA
"2293","macki01","umca",2011,1,NA,NA,NA,NA,NA,13,0,0.0769230769230769,NA,NA
"2294","macki01","umca",2012,1,12.6,12.6,NA,NA,NA,14,181.7,0.0714285714285714,0.0693450742982939,0.0703868228634327
"2295","macki01","umca",2014,1,13.2,13.2,NA,NA,NA,28,481.1,0.0357142857142857,0.0274371232591977,0.0315757044867417
"2296","mccor01","quke",2003,2,NA,NA,NA,NA,NA,2,0,1,NA,NA
"2297","mccor01","quke",2005,2,56,112,NA,NA,NA,11,264.2,0.181818181818182,0.423921271763815,0.302869726790999
"2298","mccor01","quke",2006,2,NA,NA,NA,NA,NA,9,0,0.222222222222222,NA,NA
"2299","mccor01","quke",2007,2,NA,NA,NA,NA,NA,9,0,0.222222222222222,NA,NA
"2300","mccor01","quke",2008,2,NA,NA,NA,NA,NA,9,0,0.222222222222222,NA,NA
"2301","mccor01","quke",2009,2,NA,NA,NA,NA,NA,9,0,0.222222222222222,NA,NA
"2302","mccor01","quke",2010,2,NA,NA,NA,NA,NA,11,0,0.181818181818182,NA,NA
"2303","mccor01","quke",2011,2,NA,NA,NA,NA,NA,11,0,0.181818181818182,NA,NA
"2304","mccor01","quke",2012,2,58.95,117.9,NA,NA,NA,11,317.6,0.181818181818182,0.371221662468514,0.276519922143348
"2305","mccor01","quke",2014,2,57.75,115.5,NA,NA,NA,14,478,0.142857142857143,0.24163179916318,0.192244471010161
"2306","mccor01","umca",2004,7,24.8714285714286,174.1,NA,NA,NA,7,174.1,1,1,1
"2307","mccor01","umca",2005,7,NA,NA,NA,NA,NA,11,264.2,0.636363636363636,NA,NA
"2308","mccor01","umca",2006,7,NA,NA,NA,NA,NA,9,0,0.777777777777778,NA,NA
"2309","mccor01","umca",2007,7,NA,NA,NA,NA,NA,9,0,0.777777777777778,NA,NA
"2310","mccor01","umca",2008,7,NA,NA,NA,NA,NA,9,0,0.777777777777778,NA,NA
"2311","mccor01","umca",2009,7,NA,NA,NA,NA,NA,9,0,0.777777777777778,NA,NA
"2312","mccor01","umca",2010,9,NA,NA,NA,NA,NA,11,0,0.818181818181818,NA,NA
"2313","mccor01","umca",2011,9,NA,NA,NA,NA,NA,11,0,0.818181818181818,NA,NA
"2314","mccor01","umca",2012,9,22.1888888888889,199.7,NA,NA,NA,11,317.6,0.818181818181818,0.628778337531486,0.723480077856652
"2315","mccor01","umca",2014,10,24.35,243.5,NA,NA,NA,14,478,0.714285714285714,0.509414225941423,0.611849970113568
"2316","mccor02","quch",2003,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2317","mccor02","quch",2005,2,24.15,48.3,NA,NA,NA,8,266.8,0.25,0.181034482758621,0.21551724137931
"2318","mccor02","quch",2006,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2319","mccor02","quch",2007,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2320","mccor02","quch",2008,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2321","mccor02","quch",2009,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2322","mccor02","quch",2010,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2323","mccor02","quch",2011,2,NA,NA,NA,NA,NA,3,0,0.666666666666667,NA,NA
"2324","mccor02","quch",2012,5,12.16,60.8,NA,NA,NA,6,112.9,0.833333333333333,0.538529672276351,0.685931502804842
"2325","mccor02","quch",2014,5,12.32,61.6,NA,NA,NA,13,355.8,0.384615384615385,0.173130972456436,0.27887317853591
"2326","mccor02","quke",2003,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2327","mccor02","quke",2005,1,50.5,50.5,NA,NA,NA,8,266.8,0.125,0.18928035982009,0.157140179910045
"2328","mccor02","quke",2006,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2329","mccor02","quke",2007,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2330","mccor02","quke",2008,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2331","mccor02","quke",2009,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2332","mccor02","quke",2010,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2333","mccor02","quke",2011,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2334","mccor02","quke",2012,1,52.1,52.1,NA,NA,NA,6,112.9,0.166666666666667,0.461470327723649,0.314068497195158
"2335","mccor02","quke",2014,1,53.5,53.5,NA,NA,NA,13,355.8,0.0769230769230769,0.150365373805509,0.113644225364293
"2336","mccor05","quag",2003,1,NA,NA,NA,NA,NA,5,0,0.2,NA,NA
"2337","mccor05","quag",2005,1,28.9,28.9,NA,NA,NA,11,136.1,0.0909090909090909,0.21234386480529,0.151626477857191
"2338","mccor05","quag",2006,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2339","mccor05","quag",2007,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2340","mccor05","quag",2008,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2341","mccor05","quag",2009,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2342","mccor05","quag",2010,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2343","mccor05","quag",2011,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2344","mccor05","quag",2012,1,29.2,29.2,NA,NA,NA,12,262.7,0.0833333333333333,0.111153406928055,0.0972433701306941
"2345","mccor05","quag",2014,1,29.3,29.3,NA,NA,NA,13,301.6,0.0769230769230769,0.0971485411140584,0.0870358090185676
"2346","mccor05","quch",2003,3,NA,NA,1,NA,NA,5,0,0.6,NA,NA
"2347","mccor05","quch",2005,3,24.0666666666667,72.2,1,17.2,17.2,11,136.1,0.272727272727273,0.530492285084497,0.401609778905885
"2348","mccor05","quch",2006,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2349","mccor05","quch",2007,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2350","mccor05","quch",2008,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2351","mccor05","quch",2009,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2352","mccor05","quch",2010,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2353","mccor05","quch",2011,3,NA,NA,1,NA,NA,12,0,0.25,NA,NA
"2354","mccor05","quch",2012,3,25.7666666666667,77.3,1,NA,NA,12,262.7,0.25,0.294251998477351,0.272125999238675
"2355","mccor05","quch",2014,3,26.7666666666667,80.3,1,18,18,13,301.6,0.230769230769231,0.266246684350133,0.248507957559682
"2356","mccor05","quke",2003,1,NA,NA,NA,NA,NA,5,0,0.2,NA,NA
"2357","mccor05","quke",2005,1,35,35,NA,NA,NA,11,136.1,0.0909090909090909,0.257163850110213,0.174036470509652
"2358","mccor05","quke",2006,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2359","mccor05","quke",2007,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2360","mccor05","quke",2008,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2361","mccor05","quke",2009,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2362","mccor05","quke",2010,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2363","mccor05","quke",2011,1,NA,NA,NA,NA,NA,12,0,0.0833333333333333,NA,NA
"2364","mccor05","quke",2012,1,38,38,NA,NA,NA,12,262.7,0.0833333333333333,0.144651693947469,0.113992513640401
"2365","mccor05","quke",2014,1,38.3,38.3,NA,NA,NA,13,301.6,0.0769230769230769,0.126989389920424,0.101956233421751
"2366","mccor05","umca",2004,6,16.8666666666667,101.2,NA,NA,NA,6,101.2,1,1,1
"2367","mccor05","umca",2005,6,NA,NA,NA,NA,NA,11,136.1,0.545454545454545,NA,NA
"2368","mccor05","umca",2006,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2369","mccor05","umca",2007,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2370","mccor05","umca",2008,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2371","mccor05","umca",2009,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2372","mccor05","umca",2010,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2373","mccor05","umca",2011,7,NA,NA,NA,NA,NA,12,0,0.583333333333333,NA,NA
"2374","mccor05","umca",2012,7,16.8857142857143,118.2,NA,NA,NA,12,262.7,0.583333333333333,0.449942900647126,0.51663811699023
"2375","mccor05","umca",2014,7,17.4,121.8,NA,NA,NA,13,301.6,0.538461538461538,0.403846153846154,0.471153846153846
"2376","mcneil01","umca",2004,19,1.66315789473684,31.6,NA,NA,NA,19,31.6,1,1,1
"2377","mcneil01","umca",2005,19,NA,NA,NA,NA,NA,46,632.4,0.41304347826087,NA,NA
"2378","mcneil01","umca",2006,19,NA,NA,NA,NA,NA,19,0,1,NA,NA
"2379","mcneil01","umca",2007,20,NA,NA,NA,NA,NA,20,0,1,NA,NA
"2380","mcneil01","umca",2008,20,NA,NA,NA,NA,NA,20,0,1,NA,NA
"2381","mcneil03","quag",2003,10,NA,NA,NA,NA,NA,10,0,1,NA,NA
"2382","mcneil03","quag",2005,10,29.52,295.2,NA,NA,NA,20,295.2,0.5,1,0.75
"2383","mcneil03","quag",2006,10,NA,NA,NA,NA,NA,20,0,0.5,NA,NA
"2384","mcneil03","quag",2007,10,NA,NA,NA,NA,NA,20,0,0.5,NA,NA
"2385","mcneil03","quag",2008,10,NA,NA,NA,NA,NA,22,0,0.454545454545455,NA,NA
"2386","mcneil03","quag",2009,10,NA,NA,NA,NA,NA,22,0,0.454545454545455,NA,NA
"2387","mcneil03","quag",2010,10,NA,NA,NA,NA,NA,22,0,0.454545454545455,NA,NA
"2388","mcneil03","quag",2011,10,NA,NA,NA,NA,NA,22,0,0.454545454545455,NA,NA
"2389","mcneil03","quag",2012,11,29.4272727272727,323.7,NA,NA,NA,23,366.6,0.478260869565217,0.882978723404255,0.680619796484736
"2390","mcneil03","umca",2004,10,2.28,22.8,NA,NA,NA,10,22.8,1,1,1
"2391","mcneil03","umca",2005,10,NA,NA,NA,NA,NA,20,295.2,0.5,NA,NA
"2392","mcneil03","umca",2006,10,NA,NA,NA,NA,NA,20,0,0.5,NA,NA
"2393","mcneil03","umca",2007,10,NA,NA,NA,NA,NA,20,0,0.5,NA,NA
"2394","mcneil03","umca",2008,12,NA,NA,NA,NA,NA,22,0,0.545454545454545,NA,NA
"2395","mcneil03","umca",2009,12,NA,NA,NA,NA,NA,22,0,0.545454545454545,NA,NA
"2396","mcneil03","umca",2010,12,NA,NA,NA,NA,NA,22,0,0.545454545454545,NA,NA
"2397","mcneil03","umca",2011,12,NA,NA,1,NA,NA,22,0,0.545454545454545,NA,NA
"2398","mcneil03","umca",2012,12,3.575,42.9,1,2.5,2.5,23,366.6,0.521739130434783,0.117021276595745,0.319380203515264
"2399","mesch01","quke",2004,19,18.8578947368421,358.3,1,14,14,32,535.9,0.59375,0.668594887105803,0.631172443552902
"2400","mesch01","quke",2005,15,NA,NA,5,NA,NA,35,123.5,0.428571428571429,NA,NA
"2401","mesch01","quke",2006,12,NA,NA,8,NA,NA,25,0,0.48,NA,NA
"2402","mesch01","quke",2007,12,NA,NA,8,NA,NA,25,0,0.48,NA,NA
"2403","mesch01","quke",2008,11,NA,NA,9,NA,NA,24,0,0.458333333333333,NA,NA
"2404","mesch01","quke",2009,11,NA,NA,8,NA,NA,24,0,0.458333333333333,NA,NA
"2405","mesch01","quke",2010,11,NA,NA,9,NA,NA,24,0,0.458333333333333,NA,NA
"2406","mesch01","quke",2011,11,NA,NA,9,NA,NA,24,0,0.458333333333333,NA,NA
"2407","mesch01","quke",2012,10,21.8,218,10,NA,NA,23,413.5,0.434782608695652,0.52720677146312,0.480994690079386
"2408","mesch01","quke",2014,11,21.0363636363636,231.4,5,15.9,79.5,29,532.6,0.379310344827586,0.43447239954938,0.406891372188483
"2409","mesch01","umca",2004,13,13.6615384615385,177.6,NA,NA,NA,32,535.9,0.40625,0.331405112894197,0.368827556447098
"2410","mesch01","umca",2005,13,NA,NA,NA,NA,NA,35,123.5,0.371428571428571,NA,NA
"2411","mesch01","umca",2006,13,NA,NA,NA,NA,NA,25,0,0.52,NA,NA
"2412","mesch01","umca",2007,13,NA,NA,NA,NA,NA,25,0,0.52,NA,NA
"2413","mesch01","umca",2008,13,NA,NA,NA,NA,NA,24,0,0.541666666666667,NA,NA
"2414","mesch01","umca",2009,13,NA,NA,NA,NA,NA,24,0,0.541666666666667,NA,NA
"2415","mesch01","umca",2010,13,NA,NA,NA,NA,NA,24,0,0.541666666666667,NA,NA
"2416","mesch01","umca",2011,13,NA,NA,NA,NA,NA,24,0,0.541666666666667,NA,NA
"2417","mesch01","umca",2012,13,15.0384615384615,195.5,NA,NA,NA,23,413.5,0.565217391304348,0.47279322853688,0.519005309920614
"2418","mesch01","umca",2014,13,15.7615384615385,204.9,NA,NA,NA,29,532.6,0.448275862068966,0.384716485167105,0.416496173618035
"2419","mitsu01","umca",2004,9,29.9666666666667,269.7,NA,NA,NA,9,269.7,1,1,1
"2420","mitsu01","umca",2005,9,NA,NA,NA,NA,NA,11,144,0.818181818181818,NA,NA
"2421","mitsu01","umca",2006,10,NA,NA,NA,NA,NA,10,0,1,NA,NA
"2422","mitsu01","umca",2007,11,NA,NA,NA,NA,NA,11,0,1,NA,NA
"2423","mitsu01","umca",2008,11,NA,NA,NA,NA,NA,11,0,1,NA,NA
"2424","mitsu01","umca",2009,11,NA,NA,NA,NA,NA,11,0,1,NA,NA
"2425","mitsu01","umca",2010,11,NA,NA,NA,NA,NA,11,0,1,NA,NA
"2426","mitsu01","umca",2011,11,NA,NA,NA,NA,NA,11,0,1,NA,NA
"2427","mitsu01","umca",2012,11,27.0090909090909,297.1,NA,NA,NA,11,297.1,1,1,1
"2428","mitsu01","umca",2014,10,NA,NA,NA,NA,NA,12,145.7,0.833333333333333,NA,NA
"2429","mitsu02","quag",2003,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2430","mitsu02","quag",2005,1,103,103,NA,NA,NA,9,365.8,0.111111111111111,0.281574630945872,0.196342871028492
"2431","mitsu02","quag",2006,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2432","mitsu02","quag",2007,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2433","mitsu02","quag",2008,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2434","mitsu02","quag",2009,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2435","mitsu02","quag",2010,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2436","mitsu02","quag",2011,1,NA,NA,NA,NA,NA,1,0,1,NA,NA
"2437","mitsu02","quag",2012,2,72.75,145.5,1,14.2,14.2,2,145.5,1,1,1
"2438","mitsu02","quag",2014,2,72,144,1,14.1,14.1,2,144,1,1,1
"2439","mitsu03","quag",2003,3,NA,NA,NA,NA,NA,3,0,1,NA,NA
"2440","mitsu03","quag",2005,3,42.3,126.9,NA,NA,NA,8,126.9,0.375,1,0.6875
"2441","mitsu03","quag",2006,3,NA,NA,NA,NA,NA,8,0,0.375,NA,NA
"2442","mitsu03","quag",2007,3,NA,NA,NA,NA,NA,8,0,0.375,NA,NA
"2443","mitsu03","quag",2008,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"2444","mitsu03","quag",2009,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"2445","mitsu03","quag",2010,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"2446","mitsu03","quag",2011,3,NA,NA,NA,NA,NA,7,0,0.428571428571429,NA,NA
"2447","mitsu03","quag",2012,3,45.0333333333333,135.1,NA,NA,NA,7,209.2,0.428571428571429,0.645793499043977,0.537182463807703
"2448","mitsu03","quag",2014,3,46.4333333333333,139.3,NA,NA,NA,7,216.5,0.428571428571429,0.643418013856813,0.535994721214121
"2449","mitsu03","umca",2004,4,17.925,71.7,NA,NA,NA,4,71.7,1,1,1
"2450","mitsu03","umca",2005,5,NA,NA,NA,NA,NA,8,126.9,0.625,NA,NA
"2451","mitsu03","umca",2006,5,NA,NA,NA,NA,NA,8,0,0.625,NA,NA
"2452","mitsu03","umca",2007,5,NA,NA,NA,NA,NA,8,0,0.625,NA,NA
"2453","mitsu03","umca",2008,4,NA,NA,1,NA,NA,7,0,0.571428571428571,NA,NA
"2454","mitsu03","umca",2009,4,NA,NA,1,NA,NA,7,0,0.571428571428571,NA,NA
"2455","mitsu03","umca",2010,4,NA,NA,1,NA,NA,7,0,0.571428571428571,NA,NA
"2456","mitsu03","umca",2011,4,NA,NA,1,NA,NA,7,0,0.571428571428571,NA,NA
"2457","mitsu03","umca",2012,4,18.525,74.1,1,11.4,11.4,7,209.2,0.571428571428571,0.354206500956023,0.462817536192297
"2458","mitsu03","umca",2014,4,19.3,77.2,1,11.3,11.3,7,216.5,0.571428571428571,0.356581986143187,0.464005278785879
"2459","mitsu04","quke",2003,10,NA,NA,2,NA,NA,10,0,1,NA,NA
"2460","mitsu04","quke",2005,11,34.4545454545455,379,2,18.25,36.5,15,424.5,0.733333333333333,0.89281507656066,0.813074204946996
"2461","mitsu04","quke",2006,11,NA,NA,2,NA,NA,13,0,0.846153846153846,NA,NA
"2462","mitsu04","quke",2007,11,NA,NA,2,NA,NA,13,0,0.846153846153846,NA,NA
"2463","mitsu04","quke",2008,11,NA,NA,2,NA,NA,13,0,0.846153846153846,NA,NA
"2464","mitsu04","quke",2009,11,NA,NA,2,NA,NA,13,0,0.846153846153846,NA,NA
"2465","mitsu04","quke",2010,11,NA,NA,2,NA,NA,16,0,0.6875,NA,NA
"2466","mitsu04","quke",2011,11,NA,NA,2,NA,NA,17,0,0.647058823529412,NA,NA
"2467","mitsu04","quke",2012,11,39.1,430.1,2,13.4,26.8,17,525.1,0.647058823529412,0.819082079603885,0.733070451566648
"2468","mitsu04","quke",2014,11,40.4,444.4,2,13.4,26.8,17,544.6,0.647058823529412,0.816011751744399,0.731535287636906
"2469","mitsu04","umca",2004,2,33.9,67.8,NA,NA,NA,2,67.8,1,1,1
"2470","mitsu04","umca",2005,2,NA,NA,NA,NA,NA,15,424.5,0.133333333333333,NA,NA
"2471","mitsu04","umca",2006,2,NA,NA,NA,NA,NA,13,0,0.153846153846154,NA,NA
"2472","mitsu04","umca",2007,2,NA,NA,NA,NA,NA,13,0,0.153846153846154,NA,NA
"2473","mitsu04","umca",2008,2,NA,NA,NA,NA,NA,13,0,0.153846153846154,NA,NA
"2474","mitsu04","umca",2009,2,NA,NA,NA,NA,NA,13,0,0.153846153846154,NA,NA
"2475","mitsu04","umca",2010,5,NA,NA,NA,NA,NA,16,0,0.3125,NA,NA
"2476","mitsu04","umca",2011,6,NA,NA,NA,NA,NA,17,0,0.352941176470588,NA,NA
"2477","mitsu04","umca",2012,6,15.8333333333333,95,NA,NA,NA,17,525.1,0.352941176470588,0.180917920396115,0.266929548433352
"2478","mitsu04","umca",2014,6,16.7,100.2,NA,NA,NA,17,544.6,0.352941176470588,0.1839882482556,0.268464712363094
"2479","morel01","quag",2003,6,NA,NA,NA,NA,NA,6,0,1,NA,NA
"2480","morel01","quag",2005,6,45.5,273,NA,NA,NA,16,467.6,0.375,0.583832335329341,0.479416167664671
"2481","morel01","quag",2006,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2482","morel01","quag",2007,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2483","morel01","quag",2008,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2484","morel01","quag",2009,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2485","morel01","quag",2010,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2486","morel01","quag",2011,6,NA,NA,NA,NA,NA,10,0,0.6,NA,NA
"2487","morel01","quag",2012,6,47.8333333333333,287,NA,NA,NA,10,408.3,0.6,0.702914523634582,0.651457261817291
"2488","morel01","quag",2014,6,49.3,295.8,NA,NA,NA,15,588.1,0.4,0.502975684407414,0.451487842203707
"2489","morel01","umca",2004,4,28.2,112.8,NA,NA,NA,4,112.8,1,1,1
"2490","morel01","umca",2005,4,NA,NA,NA,NA,NA,16,467.6,0.25,NA,NA
"2491","morel01","umca",2006,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2492","morel01","umca",2007,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2493","morel01","umca",2008,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2494","morel01","umca",2009,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2495","morel01","umca",2010,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2496","morel01","umca",2011,4,NA,NA,NA,NA,NA,10,0,0.4,NA,NA
"2497","morel01","umca",2012,4,30.325,121.3,NA,NA,NA,10,408.3,0.4,0.297085476365418,0.348542738182709
"2498","morel01","umca",2014,4,30.8,123.2,NA,NA,NA,15,588.1,0.266666666666667,0.209488182281925,0.238077424474296
"2499","morel02","quag",2003,1,146.5,146.5,NA,NA,NA,1,146.5,1,1,1
"2500","morel02","quag",2005,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2501","morel02","quag",2006,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2502","morel02","quag",2007,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2503","morel02","quag",2008,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2504","morel02","quag",2009,1,NA,NA,NA,NA,NA,6,0,0.166666666666667,NA,NA
"2505","morel02","quag",2010,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"2506","morel02","quag",2011,1,NA,NA,NA,NA,NA,7,0,0.142857142857143,NA,NA
"2507","morel02","quag",2012,1,136.2,136.2,NA,NA,NA,7,588.8,0.142857142857143,0.231317934782609,0.187087538819876
"2508","morel02","quag",2014,1,137.8,137.8,NA,NA,NA,9,593.6,0.111111111111111,0.232142857142857,0.171626984126984
"2509","morel02","umca",2004,5,83.72,418.6,NA,NA,NA,5,418.6,1,1,1
"2510","morel02","umca",2005,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"2511","morel02","umca",2006,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"2512","morel02","umca",2007,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"2513","morel02","umca",2008,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"2514","morel02","umca",2009,5,NA,NA,NA,NA,NA,6,0,0.833333333333333,NA,NA
"2515","morel02","umca",2010,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"2516","morel02","umca",2011,6,NA,NA,NA,NA,NA,7,0,0.857142857142857,NA,NA
"2517","morel02","umca",2012,6,75.4333333333333,452.6,NA,NA,NA,7,588.8,0.857142857142857,0.768682065217391,0.812912461180124
"2518","morel02","umca",2014,8,56.975,455.8,NA,NA,NA,9,593.6,0.888888888888889,0.767857142857143,0.828373015873016
"2519","mroth01","quag",2003,1,NA,NA,NA,NA,NA,3,0,0.333333333333333,NA,NA
"2520","mroth01","quag",2005,2,52.55,105.1,NA,NA,NA,15,242.2,0.133333333333333,0.433938893476466,0.2836361134049
"2521","mroth01","quag",2006,2,NA,NA,NA,NA,NA,15,0,0.133333333333333,NA,NA
"2522","mroth01","quag",2007,2,NA,NA,NA,NA,NA,15,0,0.133333333333333,NA,NA
"2523","mroth01","quag",2008,2,NA,NA,NA,NA,NA,15,0,0.133333333333333,NA,NA
