"","plot","tag","dbh1","year_dbh1","dbh2","year_dbh2","delta_dbh"
"2104","JOHNS02","2637",1.5,2005,2.7,2014,1.2
"2105","JOHNS02","4824",3.3,2011,3.4,2014,0.1
"2106","JOHNS02","2638",2.9,2005,4,2014,1.1
"2107","JOHNS02","2640",2.7,2005,3.1,2014,0.4
"2108","JOHNS02","129",2.8,2012,3.3,2014,0.5
"2109","JOHNS02","5890",3.7,2011,4.7,2014,1
"2110","JOHNS02","2633",2.5,2005,3.4,2014,0.9
"2111","JOHNS02","2388",6.1,2005,10.9,2014,4.8
"2112","JOHNS02","2641",23.2,2004,25,2014,1.8
"2113","JOHNS02","2384",9.6,2005,8.7,2014,-0.9
"2114","JOHNS02","2385",10.3,2005,12,2014,1.7
"2115","JOHNS02","2386",2.5,2005,3.2,2014,0.7
"2116","JOHNS02","2387",7.3,2005,9.2,2014,1.9
"2117","JROTH01","1637",6,2007,11.7,2014,5.7
"2118","JROTH01","258",24.25,2004,24.2,2014,-0.0500000000000007
"2119","JROTH01","4378",17.3,2004,19.2,2014,1.9
"2120","JROTH01","272",33,2004,34,2014,1
"2121","JROTH01","224",30.75,2004,33.7,2014,2.95
"2122","JROTH01","192",33,2004,34.8,2014,1.8
"2123","JROTH01","273",19,2004,20.2,2014,1.2
"2124","JROTH01","277",24.75,2004,28.5,2014,3.75
"2125","JROTH01","280",16.75,2004,21,2014,4.25
"2126","JROTH01","220",28,2004,30.9,2014,2.9
"2127","JROTH01","231",5.6,2004,11.2,2014,5.6
"2128","JROTH01","228",30.75,2004,34.5,2014,3.75
"2129","JROTH01","188",6.5,2004,10.9,2014,4.4
"2130","JROTH01","4380",3.1,2004,3.4,2014,0.3
"2131","JROTH01","4379",2.8,2004,6.8,2014,4
"2132","JROTH01","774",57.5,2005,61.9,2014,4.4
"2133","JROTH01","772",38.2,2005,39.3,2014,1.09999999999999
"2134","JROTH01","773",39.5,2005,38.6,2014,-0.899999999999999
"2135","JROTH02","170",6,2004,6.7,2014,0.7
"2136","JROTH02","193",11.75,2004,13.8,2014,2.05
"2137","JROTH02","4376",13.1,2004,13.3,2014,0.200000000000001
"2138","JROTH02","261",31.25,2004,35.2,2014,3.95
"2139","JROTH02","259",21.5,2004,24.7,2014,3.2
"2140","JROTH02","4377",22,2004,25.1,2014,3.1
"2141","JROTH02","235",28.5,2004,30.8,2014,2.3
"2142","JROTH02","4257",20.6,2004,22.2,2014,1.6
"2143","JROTH02","1913",26.5,2005,25,2014,-1.5
"2144","JROTH02","196",33.5,2004,36.3,2014,2.8
"2145","JROTH02","4256",20.6,2004,24,2014,3.4
"2146","JROTH02","254",19.75,2004,21.1,2014,1.35
"2147","JROTH02","299",41.75,2004,46.3,2014,4.55
"2148","JROTH02","265",21,2004,23.2,2014,2.2
"2149","JROTH02","198",35.25,2004,38.4,2014,3.15
"2150","JROTH02","276",46.5,2004,48.9,2014,2.4
"2151","JROTH02","152",24.75,2004,26.8,2014,2.05
"2152","JROTH02","243",37.75,2004,45.4,2014,7.65
"2153","JROTH02","4375",43.75,2004,49.3,2014,5.55
"2154","JROTH02","1912",37.9,2005,27,2014,-10.9
"2155","JROTH02","1911",39.1,2005,35,2014,-4.1
"2156","JROTH03","257",28.5,2004,31.8,2014,3.3
"2157","JROTH03","4802",2.55,2007,5,2014,2.45
"2158","JROTH03","4801",3.5,2007,5.8,2014,2.3
"2159","JROTH03","293",28.25,2004,28.8,2014,0.550000000000001
"2160","JROTH03","290",32.25,2004,34,2014,1.75
"2161","JROTH03","4803",4.6,2007,8.1,2014,3.5
"2162","JROTH03","285",35.75,2004,36,2014,0.25
"2163","JROTH03","6712",4.3,2008,5.1,2014,0.8
"2164","JROTH03","216",24.5,2004,25.7,2014,1.2
"2165","JROTH03","199",29.25,2004,27.5,2014,-1.75
"2166","JROTH03","4804",3.5,2007,3.7,2014,0.2
"2167","JROTH03","4805",6.36,2007,11.6,2014,5.24
"2168","JROTH03","4807",4.3,2007,8.3,2014,4
"2169","JROTH03","250",14,2004,16.6,2014,2.6
"2170","JROTH03","268",9,2004,12.5,2014,3.5
"2171","JROTH03","4412",4.7,2004,7.5,2014,2.8
"2172","JROTH03","4413",22.7,2004,27.4,2014,4.7
"2173","JROTH03","165",59.5,2004,63,2014,3.5
"2174","JROTH03","4896",3.18,2007,7.6,2014,4.42
"2175","JROTH03","4856",4.6,2012,4.6,2014,0
"2176","JROTH03","4806",3.82,2007,7.8,2014,3.98
"2177","JROTH03","286",22.25,2004,23.9,2014,1.65
"2178","JROTH03","778",22.4,2005,22,2014,-0.399999999999999
"2179","JROTH03","777",28.5,2005,25,2014,-3.5
"2180","JROTH03","776",49.1,2005,41.8,2014,-7.3
"2181","JROTH03","775",38.8,2005,36.8,2014,-2
"2182","JROTH03","780",52.4,2005,50.9,2014,-1.5
"2183","JROTH03","782",29.6,2005,28.8,2014,-0.800000000000001
"2184","JROTH03","781",78.1,2005,48.7,2014,-29.4
"2185","JROTH03","784",51,2005,47,2014,-4
"2186","JROTH03","197",19.5,2004,19.3,2014,-0.199999999999999
"2187","JROTH03","4482",32.6,2004,36.8,2014,4.2
"2188","JROTH03","779",30.2,2005,22.3,2014,-7.9
"2189","JROTH03","288",9.5,2004,8.9,2014,-0.6
"2190","JROTH03","249",15.25,2004,15.3,2014,0.0500000000000007
"2191","JROTH03","291",24.5,2004,28.2,2014,3.7
"2192","JROTH03","292",27.25,2004,28.9,2014,1.65
"2193","JROTH03","4481",10.6,2004,10.8,2014,0.200000000000001
"2194","JROTH03","287",35.25,2004,38.5,2014,3.25
"2195","JROTH03","295",32.5,2004,36,2014,3.5
"2196","JROTH03","142",40.25,2004,41,2014,0.75
"2197","JROTH03","163",34.25,2004,38.1,2014,3.85
"2198","JROTH03","171",37.5,2004,40.5,2014,3
"2199","JROTH03","279",11.5,2004,13.7,2014,2.2
"2200","JROTH03","785",38.8,2005,32.5,2014,-6.3
"2201","JROTH04","4382",14.6,2004,14.9,2014,0.300000000000001
"2202","JROTH04","275",11,2004,12,2014,1
"2203","JROTH04","4259",10.2,2004,11.6,2014,1.4
"2204","JROTH04","230",9.5,2004,10.2,2014,0.699999999999999
"2205","JROTH05","281",5,2004,5.6,2014,0.6
"2206","JROTH05","416b",24.5,2004,28,2014,3.5
"2207","JROTH05","4489",26.8,2004,29.2,2014,2.4
"2208","JROTH05","232",9.5,2004,10,2014,0.5
"2209","JROTH05","4410",19.9,2004,21,2014,1.1
"2210","JROTH05","229",34,2004,38.1,2014,4.1
"2211","JROTH05","4497",24.9,2004,27.2,2014,2.3
"2212","JROTH05","274",3.5,2004,3.4,2014,-0.1
"2213","JROTH05","283",3,2004,2.8,2014,-0.2
"2214","JROTH05","242",11.5,2004,12.2,2014,0.699999999999999
"2215","JROTH05","245",17.5,2004,17.9,2014,0.399999999999999
"2216","JROTH05","1303",56.7,2005,60,2014,3.3
"2217","JROTH05","4496",21.7,2004,23.1,2014,1.4
"2218","JROTH05","1305",26.6,2012,26.2,2014,-0.400000000000002
"2219","JROTH05","4499",40.4,2004,42.2,2014,1.8
"2220","JROTH05","1304",51.6,2005,52,2014,0.399999999999999
"2221","JROTH05","4415",48.2,2004,29,2014,-19.2
"2222","JROTH05","415",26.6,2004,28.1,2014,1.5
"2223","JROTH05","4490",29.5,2004,32,2014,2.5
"2224","JROTH05","4491",27.2,2004,28.3,2014,1.1
"2225","JROTH05","297",2.75,2004,2.8,2014,0.0499999999999998
"2226","JROTH05","4498",37.6,2004,39,2014,1.4
"2227","JROTH05","4404",19.7,2004,20.7,2014,1
"2228","JROTH05","200",8,2004,6,2014,-2
"2229","JROTH05","240",8,2004,8.2,2014,0.199999999999999
"2230","JROTH05","4500",19.8,2004,19.2,2014,-0.600000000000001
"2231","JROTH05","153",34,2004,40.1,2014,6.1
"2232","JROTH05","294",17,2004,17.2,2014,0.199999999999999
"2233","JROTH05","234",16,2004,16.5,2014,0.5
"2234","JROTH05","4406",13.6,2004,13.1,2014,-0.5
"2235","JROTH05","186",18.75,2004,20.3,2014,1.55
"2236","JROTH05","266",14,2004,14.3,2014,0.300000000000001
"2237","JROTH05","226",11.5,2004,14.3,2014,2.8
"2238","JROTH05","252",13,2004,13,2014,0
"2239","JROTH05","244",5.75,2004,6.1,2014,0.35
"2240","JROTH05","4488",21.6,2004,21.3,2014,-0.300000000000001
"2241","JROTH05","282",7.5,2004,7.1,2014,-0.4
"2242","JROTH05","260",9,2004,9.1,2014,0.0999999999999996
"2243","JROTH05","284",13,2004,13.7,2014,0.699999999999999
"2244","JROTH05","191",17,2004,8,2014,-9
"2245","JROTH05","264",4,2004,4.2,2014,0.2
"2246","JROTH05","269",10,2004,10.1,2014,0.0999999999999996
"2247","JROTH05","183",7.25,2004,6.9,2014,-0.35
"2248","JROTH05","296",10.5,2004,11.1,2014,0.6
"2249","JROTH05","267",8.5,2004,8,2014,-0.5
"2250","JROTH05","251",17.5,2004,19.3,2014,1.8
"2251","JROTH05","195",9.5,2004,9.9,2014,0.4
"2252","KLASS01","4387",20,2004,22.8,2014,2.8
"2253","KLASS01","1818",37.4,2005,37.1,2014,-0.299999999999997
"2254","KLASS01","1819",26,2005,27,2014,1
"2255","KLASS01","1820",26.1,2005,28,2014,1.9
"2256","KLASS01","1821",36.2,2005,42,2014,5.8
"2257","KLASS01","1823",37,2005,36.3,2014,-0.700000000000003
"2258","KLASS01","1824",43,2005,44.7,2014,1.7
"2259","KLASS01","1825",42.3,2005,46,2014,3.7
"2260","KLASS01","6167",15.7,2012,16.5,2014,0.800000000000001
"2261","KLASS01","1822",21.4,2005,25.3,2014,3.9
"2262","KLASS02","7317",2.1,2012,2.1,2014,0
"2263","KLASS02","4298",2.9,2004,2,2014,-0.9
"2264","KLASS02","4389",25.4,2004,27.4,2014,2
"2265","KLASS02","1805",35.6,2005,37,2014,1.4
"2266","KLASS02","4390",23.2,2004,24.3,2014,1.1
"2267","KLASS02","4381",10.8,2004,13.5,2014,2.7
"2268","KLASS02","1803",5.3,2004,4.5,2014,-0.8
"2269","KLASS02","1812",54.1,2005,56.5,2014,2.4
"2270","KLASS02","4299",8.7,2004,9.4,2014,0.700000000000001
"2271","KLASS02","4383",22.7,2004,25.3,2014,2.6
"2272","KLASS02","4297",5.4,2004,6.9,2014,1.5
"2273","KLASS02","4392",12.5,2004,12.5,2014,0
"2274","KLASS02","4391",21.4,2004,23.2,2014,1.8
"2275","KLASS02","4296",5.9,2004,7.4,2014,1.5
"2276","KLASS02","1813",28.5,2005,29.3,2014,0.800000000000001
"2277","KLASS02","1814",32.2,2005,32.5,2014,0.299999999999997
"2278","KLASS02","1817",20.5,2005,16.1,2014,-4.4
"2279","KLASS02","1816",34.8,2005,36.4,2014,1.6
"2280","KLASS02","1804",5.1,2004,6.7,2014,1.6
"2281","KLASS02","1810",16.4,2005,11,2014,-5.4
"2282","KLASS02","1809",26.3,2005,28,2014,1.7
"2283","KLASS02","1811",43.5,2005,46.4,2014,2.9
"2284","KLASS02","1808",24.8,2005,24,2014,-0.800000000000001
"2285","KLASS02","1815",26.4,2005,27.3,2014,0.900000000000002
"2286","KUNDE01","7394",4.2,2012,4.3,2014,0.0999999999999996
"2287","KUNDE01","4531",11.9,2005,12,2014,0.0999999999999996
"2288","KUNDE01","3531",10.6,2004,12.6,2014,2
"2289","KUNDE01","3529",3.3,2004,4.1,2014,0.8
"2290","KUNDE01","3530",10.3,2004,10.7,2014,0.399999999999999
"2291","KUNDE01","3532",2.5,2004,8.2,2014,5.7
"2292","KUNDE01","1438",26.2,2004,28,2014,1.8
"2293","KUNDE01","3528",4.5,2004,6.4,2014,1.9
"2294","KUNDE01","1441",33,2004,29.6,2014,-3.4
"2295","KUNDE01","6110",4.1,2012,4.8,2014,0.7
"2296","KUNDE01","1439",61.2,2004,63,2014,1.8
"2297","KUNDE01","5666",3.4,2012,4,2014,0.6
"2298","KUNDE01","5665",3,2012,3.1,2014,0.1
"2299","KUNDE01","1437",43.6,2004,48.4,2014,4.8
"2300","KUNDE02","7391",2.3,2012,2.7,2014,0.4
"2301","KUNDE02","6114",2.2,2011,2.8,2014,0.6
"2302","KUNDE02","4682",11.5,2004,19.6,2014,8.1
"2303","KUNDE02","7312",4.8,2012,4.8,2014,0
"2304","KUNDE02","7393",2.8,2012,2.7,2014,-0.0999999999999996
"2305","KUNDE02","4683",1.3,2004,4.2,2014,2.9
"2306","KUNDE02","4684",1,2004,2.5,2014,1.5
"2307","KUNDE02","4685",0.6,2004,2,2014,1.4
"2308","KUNDE02","2050",8.5,2004,13.6,2014,5.1
"2309","KUNDE02","2049",44.9,2004,46.4,2014,1.5
"2310","KUNDE02","2044",50.2,2004,63.8,2014,13.6
"2311","KUNDE02","2045",23.5,2004,24.5,2014,1
"2312","KUNDE02","2046",70.7,2004,76.2,2014,5.5
"2313","KUNDE02","2047",41.5,2004,53.2,2014,11.7
"2314","KUNDE02","2048",49.5,2004,55.7,2014,6.2
"2315","KUNDE02","2043",46.5,2004,62,2014,15.5
"2316","KUNDE02","2052",60.2,2004,72,2014,11.8
"2317","KUNDE02","2053",69.1,2004,74.8,2014,5.7
"2318","KUNDE02","2054",66.8,2004,83.9,2014,17.1
"2319","KUNDE02","7313",2.1,2012,2.5,2014,0.4
"2320","KUNDE02","7392",2.1,2012,2.6,2014,0.5
"2321","KUNDE02","2051",38.6,2004,41.2,2014,2.6
"2322","KUNDE02","2056",39.2,2004,43.4,2014,4.2
"2323","KUNDE02","2055",58.2,2004,69.5,2014,11.3
"2324","KUNDE03","2062",21.3,2004,24,2014,2.7
"2325","KUNDE03","2057",25.7,2004,34.4,2014,8.7
"2326","KUNDE03","2058",45.5,2004,48.7,2014,3.2
"2327","KUNDE03","2059",38.4,2004,41,2014,2.6
"2328","KUNDE03","4895",3.8,2007,4.8,2014,1
"2329","KUNDE03","2065",42.8,2004,40.5,2014,-2.3
"2330","KUNDE03","2061",33.1,2004,38.8,2014,5.7
"2331","KUNDE03","2063",29.1,2004,31.1,2014,2
"2332","KUNDE03","2067",9.7,2004,11.7,2014,2
"2333","KUNDE03","2064",30.1,2004,31,2014,0.899999999999999
"2334","KUNDE03","2060",62.5,2004,78.9,2014,16.4
"2335","KUNDE03","2066",30.8,2004,34,2014,3.2
"2336","KUNDE04","1436",28.5,2004,29.6,2014,1.1
"2337","KUNDE04","3576",6.5,2004,8.4,2014,1.9
"2338","KUNDE04","6923",9.4,2004,11.5,2014,2.1
"2339","KUNDE04","6922",6.2,2004,7.1,2014,0.899999999999999
"2340","LARS01","2182",17.5,2004,18.5,2014,1
"2341","LARS01","2183",23.5,2004,24.7,2014,1.2
"2342","LARS01","2184",13.7,2004,25.7,2014,12
"2343","LARS01","2185",13.9,2004,14.5,2014,0.6
"2344","LARS01","2186",14.7,2004,15.2,2014,0.5
"2345","LARS01","2172",17.9,2004,20.7,2014,2.8
"2346","LARS01","1944",7.1,2005,6.8,2014,-0.3
"2347","LARS01","2188",24.7,2004,28,2014,3.3
"2348","LARS01","2181",23.4,2004,25.3,2014,1.9
"2349","LARS01","2187",29.5,2004,31.3,2014,1.8
"2350","LARS01","2179",18.2,2004,17,2014,-1.2
"2351","LARS01","2178",17.8,2004,19,2014,1.2
"2352","LARS01","2177",18.4,2004,20.1,2014,1.7
"2353","LARS01","2176",38.3,2004,40.6,2014,2.3
"2354","LARS01","2175",16,2004,15.3,2014,-0.699999999999999
"2355","LARS01","2173",19.1,2004,19.4,2014,0.299999999999997
"2356","LARS01","2171",41.8,2004,42.9,2014,1.1
"2357","LARS01","2174",41.7,2004,45.9,2014,4.2
"2358","LARS01","2180",9.9,2004,10,2014,0.0999999999999996
"2359","LARS01","3757",3.2,2004,4.5,2014,1.3
"2360","LARS01","1417a",2.2,2009,2.3,2014,0.0999999999999996
"2361","LARS01","3749",1.7,2004,2.9,2014,1.2
"2362","LARS01","3750",5,2004,5.2,2014,0.2
"2363","LARS01","3751",2.8,2004,3.5,2014,0.7
"2364","LARS01","3760",9.3,2004,10.5,2014,1.2
"2365","LARS01","3747",7,2004,7.4,2014,0.4
"2366","LARS01","3748",1.8,2004,2.2,2014,0.4
"2367","LARS01","3745",2.1,2004,2.7,2014,0.6
"2368","LARS01","3752",11,2004,13.5,2014,2.5
"2369","LARS01","3753",8.1,2004,8.4,2014,0.300000000000001
"2370","LARS01","3754",2.4,2004,2.9,2014,0.5
"2371","LARS01","3755",5.6,2004,7.6,2014,2
"2372","LARS01","3756",9.6,2004,10,2014,0.4
"2373","LARS01","3759",5.8,2004,6.8,2014,1
"2374","LARS01","3746",2.5,2004,3.1,2014,0.6
"2375","LAZY04","6915",2.8,2004,4.2,2014,1.4
"2376","LAZY04","6120",6.1,2011,7.6,2014,1.5
"2377","LAZY04","7528",4.1,2011,4.5,2014,0.4
"2378","LAZY04","7533",8.5,2011,9.4,2014,0.9
"2379","LAZY04","6920",2,2004,2.2,2014,0.2
"2380","LAZY04","6919",1.9,2004,2.1,2014,0.2
"2381","LAZY04","6917",7.7,2004,10.1,2014,2.4
"2382","LAZY04","7594",5.8,2011,5.7,2014,-0.0999999999999996
"2383","LAZY04","6913",5.8,2004,7.6,2014,1.8
"2384","LAZY04","6918",7.7,2004,9.5,2014,1.8
"2385","LAZY04","6912",9.5,2004,13.9,2014,4.4
"2386","LAZY04","7592",5.1,2011,5.6,2014,0.5
"2387","LAZY04","6914",7.6,2004,9.6,2014,2
"2388","LAZY04","1442",47.9,2004,54.3,2014,6.4
"2389","LAZY04","1443",67,2004,71.5,2014,4.5
"2390","LAZY04","2068",74.6,2004,88.8,2014,14.2
"2391","LAZY04","2069",44.6,2004,47.2,2014,2.6
"2392","LAZY04","2070",4.9,2004,5.8,2014,0.899999999999999
"2393","LAZY04","4715",5.2,2012,5.9,2014,0.7
"2394","LAZY04","7591",7.1,2011,8.9,2014,1.8
"2395","LAZY04","4699",4.4,2004,4.5,2014,0.0999999999999996
"2396","LAZY04","4689",6.8,2004,6.5,2014,-0.3
"2397","LAZY04","4691",4,2004,4.2,2014,0.2
"2398","LAZY04","4692",7.3,2004,8.5,2014,1.2
"2399","LAZY04","4694",8.2,2004,4,2014,-4.2
"2400","LAZY04","4695",4.2,2004,4.5,2014,0.3
"2401","LAZY04","6166",11,2012,11.2,2014,0.199999999999999
"2402","LAZY04","4696",6.1,2004,6.6,2014,0.5
"2403","LAZY04","6916",3,2004,3,2014,0
"2404","LAZY04","4698",1.9,2004,2.8,2014,0.9
"2405","LAZY04","6911",6.5,2004,7.3,2014,0.8
"2406","LAZY04","4700",5.1,2004,6,2014,0.9
"2407","LAZY04","6062",3,2012,3.2,2014,0.2
"2408","LAZY04","6902",5,2004,5.4,2014,0.4
"2409","LAZY04","6903",6.8,2004,7.1,2014,0.3
"2410","LAZY04","6904",7.2,2004,7.6,2014,0.399999999999999
"2411","LAZY04","6905",2.4,2004,2.5,2014,0.1
"2412","LAZY04","6906",5,2004,5.7,2014,0.7
"2413","LAZY04","6907",2.8,2004,3.2,2014,0.4
"2414","LAZY04","6908",6,2004,6.6,2014,0.6
"2415","LAZY04","6901",12.6,2004,12.4,2014,-0.199999999999999
"2416","LAZY04","6910",3.8,2004,5.6,2014,1.8
"2417","LAZY04","4697",4.3,2004,7.3,2014,3
"2418","LAZY04","6909",7.1,2004,9.9,2014,2.8
"2419","LAZY04","6162",2.2,2012,2.5,2014,0.3
"2420","LAZY04","3548",4.5,2004,5.7,2014,1.2
"2421","LAZY04","3549",2,2012,2,2014,0
"2422","LAZY04","3550",2.8,2004,2.9,2014,0.1
"2423","LAZY04","3551",1.7,2004,5.5,2014,3.8
"2424","LAZY04","3552",7.7,2004,10.3,2014,2.6
"2425","LAZY04","3555",3.7,2004,4,2014,0.3
"2426","LAZY04","3547",5.7,2004,8.7,2014,3
"2427","LAZY04","3557",2.4,2012,2.5,2014,0.1
"2428","LAZY04","3538",5.7,2004,9.2,2014,3.5
"2429","LAZY04","3558",6.2,2004,9.3,2014,3.1
"2430","LAZY04","3556",5.2,2004,2.8,2014,-2.4
"2431","LAZY04","3546",2.5,2004,2.3,2014,-0.2
"2432","LAZY04","3545",7.2,2004,9.6,2014,2.4
"2433","LAZY04","3542",3.8,2004,4.9,2014,1.1
"2434","LAZY04","3539",2.4,2004,2.9,2014,0.5
"2435","LAZY04","3537",1.7,2004,4.3,2014,2.6
"2436","LAZY04","3536",1.8,2004,2.8,2014,1
"2437","LAZY04","7545",8.5,2011,9.5,2014,1
"2438","LAZY04","6061",2.9,2012,2.8,2014,-0.1
"2439","LAZY04","3535",11.2,2004,9.7,2014,-1.5
"2440","LAZY04","3534",7.1,2004,8.3,2014,1.2
"2441","LAZY04","3533",6.5,2004,8.6,2014,2.1
"2442","LAZY04","6130",2.2,2012,2.1,2014,-0.1
"2443","LAZY04","3540",2.9,2004,5.9,2014,3
"2444","LAZY04","3574",2.1,2004,2.1,2014,0
"2445","LAZY04","3560",1.9,2004,2.5,2014,0.6
"2446","LAZY04","3569",1.9,2004,2.5,2014,0.6
"2447","LAZY04","721",3.5,2004,4.8,2014,1.3
"2448","LAZY04","3559",3.9,2004,5.7,2014,1.8
"2449","LAZY04","4686",14.4,2004,16,2014,1.6
"2450","LAZY04","4687",7,2004,7.4,2014,0.4
"2451","LAZY04","4688",5.5,2004,5.5,2014,0
"2452","LAZY04","4690",4.2,2004,4.4,2014,0.2
"2453","LAZY04","3570",6.6,2004,8,2014,1.4
"2454","LAZY04","3571",5.9,2004,6.4,2014,0.5
"2455","LAZY04","6164",2.9,2012,2.8,2014,-0.1
"2456","LAZY04","3566",5.2,2004,5.6,2014,0.399999999999999
"2457","LAZY04","3565",6.6,2004,10.2,2014,3.6
"2458","LAZY04","3564",4.9,2004,7.2,2014,2.3
"2459","LAZY04","4716",4,2012,3.6,2014,-0.4
"2460","LAZY04","3562",4.2,2004,5.3,2014,1.1
"2461","LAZY04","6131",2.2,2012,2.1,2014,-0.1
"2462","LAZY04","3568",6.8,2004,7.1,2014,0.3
"2463","LAZY04","3563",4.2,2004,5.8,2014,1.6
"2464","LAZY04","7525",3.5,2011,3.4,2014,-0.1
"2465","LAZY05","2073",63.8,2004,97.8,2014,34
"2466","LAZY05","2072",48.8,2004,65.9,2014,17.1
"2467","LAZY05","6178",2.1,2012,2.6,2014,0.5
"2468","LAZY05","6134",NA,NA,5.2,2014,NA
"2469","LAZY05","4501",3.2,2004,6.3,2014,3.1
"2470","LAZY05","3575",6.4,2004,11.2,2014,4.8
"2471","LAZY05","6138",NA,NA,3.2,2014,NA
"2472","LAZY05","4502",2.9,2004,6.1,2014,3.2
"2473","LAZY05","4503",1,2004,3.6,2014,2.6
"2474","LAZY05","6177",3.5,2012,4,2014,0.5
"2475","LAZY05","2074",62.1,2004,70.5,2014,8.4
"2476","LINS01","1692",13.2,2004,14.9,2014,1.7
"2477","LINS01","6236",14.6,2012,15.1,2014,0.5
"2478","LINS01","1694",7.6,2004,9.5,2014,1.9
"2479","LINS01","1693",12,2004,13.5,2014,1.5
"2480","LINS01","1691",9.6,2004,12.2,2014,2.6
"2481","LINS01","4860",12.8,2012,13,2014,0.199999999999999
"2482","LINS01","6320",9,2006,9.9,2014,0.9
"2483","LINS01","1686",14.7,2004,16,2014,1.3
"2484","LINS01","1685",6.9,2004,8.1,2014,1.2
"2485","LINS01","1684",7.7,2004,8.3,2014,0.600000000000001
"2486","LINS01","1683",4.5,2004,4.7,2014,0.2
"2487","LINS01","4829",17.3,2012,19.3,2014,2
"2488","LINS01","1999",13.5,2005,15.9,2014,2.4
"2489","LINS01","1998",21.3,2005,22,2014,0.699999999999999
"2490","LINS01","1368",16.7,2005,16,2014,-0.699999999999999
"2491","LINS01","1366",20.1,2005,21.1,2014,1
"2492","LINS01","1697",5.5,2004,6.5,2014,1
"2493","LINS01","5885",12.3,2012,13,2014,0.699999999999999
"2494","LINS01","1364",15.9,2005,13,2014,-2.9
"2495","LINS01","1363",24.6,2005,23.1,2014,-1.5
"2496","LINS01","6319",17.2,2006,18.2,2014,1
"2497","LINS01","6147",NA,NA,10.5,2014,NA
"2498","LINS01","6318",4.1,2006,6.5,2014,2.4
"2499","LINS01","1362",24.5,2005,28.7,2014,4.2
"2500","LINS01","1696",6.4,2004,7,2014,0.6
"2501","LINS01","1365",25,2005,28,2014,3
"2502","LINS01","1367",4.2,2005,7.2,2014,3
"2503","LINS01","1682",6.5,2004,7.6,2014,1.1
"2504","LINS01","1377",16.8,2005,17.9,2014,1.1
"2505","LINS01","1375",14.5,2005,12.2,2014,-2.3
"2506","LINS01","1376",22.9,2003,17.4,2014,-5.5
"2507","LINS01","6118",10,2012,9.4,2014,-0.6
"2508","LINS01","1995",21,2005,21.4,2014,0.399999999999999
"2509","LINS01","1390",5.6,2005,6.5,2014,0.9
"2510","LINS01","1387",21.6,2005,24.3,2014,2.7
"2511","LINS01","1378",13.7,2005,16.5,2014,2.8
"2512","LINS01","1381",14.8,2005,14.3,2014,-0.5
"2513","LINS01","6215",17.3,2012,16.5,2014,-0.800000000000001
"2514","LINS01","1380",66.9,2005,74.5,2014,7.59999999999999
"2515","LUPIN01","410b",10,2004,14.9,2014,4.9
"2516","LUPIN01","4751",2.6,2005,6.9,2014,4.3
"2517","LUPIN01","1989",2.9,2005,3.8,2014,0.9
"2518","LUPIN01","4478",5.8,2004,10.1,2014,4.3
"2519","LUPIN01","4401",22.3,2004,23.7,2014,1.4
"2520","LUPIN01","4386",15,2004,14.7,2014,-0.300000000000001
"2521","LUPIN01","4384",41,2004,39.9,2014,-1.1
"2522","LUPIN01","324",47.4,2004,52.1,2014,4.7
"2523","LUPIN01","6165",12.1,2012,12.2,2014,0.0999999999999996
"2524","LUPIN01","4477",46.2,2004,53,2014,6.8
"2525","LUPIN01","4300",27.5,2004,36.6,2014,9.1
"2526","LUPIN01","4385",78.1,2004,82.4,2014,4.30000000000001
"2527","LUPIN01","1831",102.4,2005,96,2014,-6.40000000000001
"2528","LUPIN01","4760",3,2005,6.3,2014,3.3
"2529","LUPIN01","1830",104.4,2005,103.7,2014,-0.700000000000003
"2530","MACKI01","2158",14.2,2004,16.4,2014,2.2
"2531","MACKI01","2165",16.8,2004,20.7,2014,3.9
"2532","MACKI01","5281",2,2011,3.8,2014,1.8
"2533","MACKI01","4258",2.8,2011,2.9,2014,0.1
"2534","MACKI01","263",5.5,2011,5.5,2014,0
"2535","MACKI01","5813",9.3,2012,13.3,2014,4
"2536","MACKI01","2164",15.3,2004,19.6,2014,4.3
"2537","MACKI01","2163",16.1,2004,19.2,2014,3.1
"2538","MACKI01","2162",9.3,2004,8.9,2014,-0.4
"2539","MACKI01","2161",16.4,2004,19.9,2014,3.5
"2540","MACKI01","2159",18.3,2004,21.3,2014,3
"2541","MACKI01","2157",16.7,2004,20,2014,3.3
"2542","MACKI01","2160",7.3,2004,7.9,2014,0.600000000000001
"2543","MACKI01","4419",9.6,2004,13.2,2014,3.6
"2544","MACKI01","2156",29.2,2004,26,2014,-3.2
"2545","MCCOR01","1018",34.5,2005,34,2014,-0.5
"2546","MCCOR01","4882",4.8,2012,5.8,2014,1
"2547","MCCOR01","317",12.4,2004,22.8,2014,10.4
"2548","MCCOR01","4158",33.7,2004,35.2,2014,1.5
"2549","MCCOR01","316",39.75,2004,43.1,2014,3.35
"2550","MCCOR01","4881",5.3,2012,5.9,2014,0.600000000000001
"2551","MCCOR01","352",23.5,2004,24.2,2014,0.699999999999999
"2552","MCCOR01","4157",25.5,2004,27.9,2014,2.4
"2553","MCCOR01","525",31,2004,35.3,2014,4.3
"2554","MCCOR01","641",8.25,2004,8.8,2014,0.550000000000001
"2555","MCCOR01","6798",NA,NA,34.5,2014,NA
"2556","MCCOR01","1019",77.5,2005,81.5,2014,4
